Judul,Link,Kategori
"Proses naturalisasi Ivar Jenner, Rafael Struick, dan Justin Hubner di persimpangan jalan menyusul pembatalan Piala Dunia U-20 di Indonesia.",https://index.sindonews.com/index/10,SPORTS
"Sudah lebih dari satu bulan Ardianeswari Putri Salifani, alumnus Fisioterapi Universitas Muhammadiyah Malang (UMM) berangkat dan berkarya di Negeri Sakura.",https://index.sindonews.com/index/144,EDUKASI
"Pelatih Manchester City, Pep Guardiola, mengakui bahwa penyerang bintang Erling Haaland akan menjadi kunci keberhasilan timnya dalam pertandingan melawan Bayern Muenchen",https://index.sindonews.com/index/10,SPORTS
Persebaya Surabaya mengamankan tiga poin penting usai melibas Arema FC.,https://index.sindonews.com/index/10,SPORTS
Universitas Mercu Buana (UMB) telah memperoleh pengakuan internasional setelah jurnal Singergi yang diterbitkan Fakultas Teknik UMB berhasil terindeks Scopus.,https://index.sindonews.com/index/144,EDUKASI
Repsol Honda menegaskan Joan Mir akan kembali balapan di MotoGP 2023. Dia bakal tampil di GP Amerika Serikat. Sedangkan Marc Marquez akan digantikan Stefal Bradl.,https://index.sindonews.com/index/10,SPORTS
Bali United berhasil menang comeback atas PSIS Semarang dengan skor 3-2 pada pekan ke-34 Liga 1 2022/2023.,https://index.sindonews.com/index/10,SPORTS
Pelatih Paris Saint-Germain (PSG) Christophe Galtier menuai sorotan negatif setelah diduga membuat pernyataan rasis dan islamofobia yang diungkapkan dalam sebuah email.,https://index.sindonews.com/index/10,SPORTS
"Kiper Timnas Indonesia U-22 Adi Satryo menyatakan sangat menikmati pola latihan yang diberikan sang pelatih, Indra Sjafri. Skuad Garuda -julukan Timnas Indonesia U-22",https://index.sindonews.com/index/10,SPORTS
"Erick Thohir menegaskan proses naturalisasi calon pemain Timnas Indonesia U-20 akan tetap berlanjut. Hanya saja, dia mengakui kemungkinan ada yang akan mundur.",https://index.sindonews.com/index/10,SPORTS
Perpindahan federasi Shayne Pattynama telah rampung. Pemain kelahiran Belanda itu berpeluang membela tim nasional (Timnas) Indonesia,https://index.sindonews.com/index/10,SPORTS
Persis Solo merusak catatan sembilan kemenangan beruntun Persik Kediri di Liga 1 2022/2023. Laga penutup  itu berakhir 1-0.,https://index.sindonews.com/index/10,SPORTS
"RANS Nusantara FC dan Madura United harus rela menutup Liga 1 2022/2023 tanpa kemenangan. Sebab, mereka hanya berbagi hasil 0-0 pada laga pamungkas.",https://index.sindonews.com/index/10,SPORTS
"Menyambut HUT PSSI ke-93, Ketua Umum Erick Thohir mengingatkan insan sepak bola tidak melupakan sejarah.",https://index.sindonews.com/index/10,SPORTS
"Nantikan, LIVE di iNews dan MNCTV  Sudirman Cup 2023 di Suzhou, China, 14-21 Mei 2023.",https://index.sindonews.com/index/10,SPORTS
Arema FC takluk dari Bhayangkara FC pada laga pemungkas Liga 1 2022/2023.,https://index.sindonews.com/index/10,SPORTS
"Timnas Indonesia U-22 ditumbangkan Lebanon 1-2 pada laga uji coba di Stadion Utama Gelora Bung Karno, Jakarta, Jumat (14/4/2023) malam WIB.",https://index.sindonews.com/index/10,SPORTS
"Persatuan Panahan Indonesia (Perpani) mengirim 16 atlet untuk berlaga di Piala Dunia Panahan Tahap I atau Antalya 2023 Hyundai Archery World Cup Stage I di Antalya, Turki, pada tanggal 18-23 April 2023.",https://index.sindonews.com/index/10,SPORTS
"Suasana Stadion Gelora Bandung Lautan Api (GBLA) memerah usai para suporter Persib Bandung menyalakan flare di pengujung laga melawan Persikabo 1973, Sabtu (15/4/2023) malam WIB.",https://index.sindonews.com/index/10,SPORTS
"Dua klub asal London, yakni Chelsea dan Tottenham Hotspur harus puas kehilangan tiga poin pada laga lanjutan Liga Inggris 2022-2023, Sabtu (15/4/2023) malam WIB",https://index.sindonews.com/index/10,SPORTS
"Tim Nasional (Timnas) Indonesia U-22 mengalami kekalahan 1-2 dari Lebanon dalam laga uji coba di Stadion Utama Gelora Bung Karno (SUGBK), Jakarta pada Jumat (14/4/2023) malam WIB.",https://index.sindonews.com/index/10,SPORTS
"Bayern Muenchen berhasil mengulangi rekor tak terkalahkan dalam lima laga kandang secara beruntun di Liga Jerman usai ditahan imbang 1-1 melawan TSG 1899 Hoffenheim di Allianz Arena, Sabtu (15/4/2023) malam WIB.",https://index.sindonews.com/index/10,SPORTS
Persikabo 1973 sukses merusak laga terakhir I Made Wirawan bersama Persib Bandung di Liga 1 musim ini.,https://index.sindonews.com/index/10,SPORTS
Francesco Bagnaia menjadi yang tercepat di sesi pemanasan (warm up) MotoGP Amerika Serikat 2023.,https://index.sindonews.com/index/10,SPORTS
Barcelona gagal meraup poin penuh usai ditahan Getafe dalam lanjutan La Liga Spanyol 2022/2023.,https://index.sindonews.com/index/10,SPORTS
"Mentari Intercultural School Jakarta meraih juara Debat Berbahasa Inggris pada Jakarta in Global 2023. Dalam Grand Final, Mentari Intercultural School mampu mengalahkan Debater dari Labschool Jakarta.",https://index.sindonews.com/index/144,EDUKASI
Gelandang Willem Jan Pluim melengkapi gelar juara Liga 1 2022/2023 PSM Makassar dengan terpilih sebagai pemain terbaik.,https://index.sindonews.com/index/10,SPORTS
Jalannya Sprint race GP Amerika Serikat 2023 tidak sekacau seri-seri sebelumnya. Francesco Bagnaia menilai para pembalap sudah mulai terbiasa.,https://index.sindonews.com/index/10,SPORTS
"Penyerang Atletico Madrid, Antoine Griezmann membuat catatan apik di Liga Spanyol. Dia bisa mencetak setidaknya 10 gol dalam sembilan musim berbeda.",https://index.sindonews.com/index/10,SPORTS
Napoli akan melakoni leg kedua perempat final Liga Champions 2022/2023 dengan melawan AC Milan. Pelatih Luciano Spalletti menegaskan pasukannya tidak sedang tertekan.,https://index.sindonews.com/index/10,SPORTS
Ganda putri Indonesia Apriyani Rahayu/Siti Fadia Silva Ramadhanti punya target tinggi setelah menembus ranking 4 dunia.,https://index.sindonews.com/index/10,SPORTS
Pep Guardiola menyebut perseteruan yang terjadi di antara penggawa Bayern Muenchen Leroy Sane dan Sadio Mane tidak akan melemahkan klub.,https://index.sindonews.com/index/10,SPORTS
"Badan Pengatur Formula 1, FIA, telah menolak banding yang diajukan oleh tim Ferrari atas penalti yang diberikan kepada Carlos Sainz pada Grand Prix Australia",https://index.sindonews.com/index/10,SPORTS
"ohn Ryder akan menghadapi petinju andalan Meksiko, Saul Canelo Alvarez pada 6 Mei 2023 untuk memperebutkan gelar juara tak terbantahkan di kelas menengah super.",https://index.sindonews.com/index/10,SPORTS
"Alex Marquez, pebalap Tim Gresini Racing, berusaha untuk kembali ke kondisi kesehatan yang baik dalam persiapan untuk balapan MotoGP",https://index.sindonews.com/index/10,SPORTS
"Gelandang berpengalaman asal Jerman, Toni Kroos, telah menandatangani perpanjangan kontrak dengan Real Madrid hingga tahun 2024.",https://index.sindonews.com/index/10,SPORTS
"Liverpool berhasil mengalahkan Tottenham Hotspur dengan skor 4-3 pada Minggu (30/4/2023) malam WIB di Anfield, Liverpool, Inggris.",https://index.sindonews.com/index/10,SPORTS
"Pebalap Ducati Lenovo, Enea Bastianini, memutuskan untuk mundur dari balapan MotoGP Spanyol pada akhir pekan ini.",https://index.sindonews.com/index/10,SPORTS
Komite Olahraga Indonesia (KOI) menargetkan tiga medali emas untuk Timnas Triathlon Indonesia di ajang SEA Games 2023.,https://index.sindonews.com/index/10,SPORTS
Timnas Indonesia U-22 diminta untuk melupakan kemenangan pada laga pertama Grup A SEA Games 2023. Fokus harus tertuju pada duel melawan Myanmar U-22.,https://index.sindonews.com/index/10,SPORTS
Striker Barcelona Robert Lewandwoski menjadi sorotan jelang menghadapi Osasuna.,https://index.sindonews.com/index/10,SPORTS
Cristiano Ronaldo masuk dalam daftar atlet terkaya dunia pada 2023 versi Forbes. Pemain Al-Nassr itu ditaksir memiliki kekayaan sebesar USD136 juta atau sekira Rp2 triliun.,https://index.sindonews.com/index/10,SPORTS
Motivasi tinggi diungkap penggawa Tim nasional Timnas Indonesia U-22 jelang laga kontra Myanmar.,https://index.sindonews.com/index/10,SPORTS
Fans Napoli menyambut pesta juara dengan memenuhi Stadion Dacia Arena di Udine dan Stadio Diego Armando Maradona di Naples.,https://index.sindonews.com/index/10,SPORTS
"Tim mahasiswa Fakultas Kedokteran (FK) Universitas Indonesia (UI) meraih Silver Medal pada ajang internasional ReachSci 2023 Global Conference di University of Cambridge, UK.",https://index.sindonews.com/index/144,EDUKASI
Pelatih Timnas Indonesia U-22 Indra Sjafri masih belum puas dengan komposisi starting XI di dua laga pembuka penyisihan Grup A.,https://index.sindonews.com/index/10,SPORTS
"Sebanyak 51 atlet siap diterjunkan, dan akan terbang ke Kamboja dalam tiga gelombang keberangkatan yakni 4-6 Mei 2023.",https://index.sindonews.com/index/10,SPORTS
Pelatih Timnas Indonesia U-22 Indra Sjafri belum puas meski timnya produktif dalam mencetak gol di SEA Games 2023.,https://index.sindonews.com/index/10,SPORTS
"Penyerang Liverpool, Mohamed Salah telah melewati catatan gol Luis Suarez. Bintang asal Mesir itu sudah sembilan kali menjebol gawang lawan di Anfield.",https://index.sindonews.com/index/10,SPORTS
Dharma Wanita Persatuan (DWP) Badan Strategi Kebijakan Dalam Negeri (BSKDN) Kementerian Dalam Negeri (Kemendagri) memberi perhatian khusus terhadap isu-isu perempuan.,https://index.sindonews.com/index/144,EDUKASI
Tim Nawasena dari Institut Teknologi Sepuluh Nopember (ITS) berhasil membanggakan kembali nama almamater dan bangsa Indonesia di kancah internasional.,https://index.sindonews.com/index/144,EDUKASI
"Direktur PT Persib Bandung Bermartabat (PBB), Teddy Tjahjono, memastikan bahwa skuad Maung Bandung tidak mengalami perubahan pada kompetisi Liga 1 musim depan.",https://index.sindonews.com/index/10,SPORTS
Real Madrid akan melakoni final Copa del Rey 2022/2023 menghadapi Osasuna. Pelatih Carlo Ancelotti meminta Los Blancos menikmati pertandingan.,https://index.sindonews.com/index/10,SPORTS
"Manchester City berhasil memenangkan pertandingan melawan Leeds United dengan skor 2-1 pada lanjutan Liga Inggris 2022-2023 di Etihad Stadium, Manchester, Inggris pada Sabtu (6/5/2023).",https://index.sindonews.com/index/10,SPORTS
"AC Milan berhasil memenangkan pertandingan melawan Lazio dengan skor akhir 2-0 dalam pekan ke-34 Liga Italia 2022/2023 yang berlangsung di San Siro, Milan pada Sabtu (6/5/2023) malam WIB.",https://index.sindonews.com/index/10,SPORTS
Tim bulu tangkis Indonesia terus melakukan persiapan jelang mengikuti SEA Games 2023 di Kamboja. Mereka sudah menjajal lapangan yang akan digunakan.,https://index.sindonews.com/index/10,SPORTS
"Indonesia berhasil merangsek naik ke peringkat 2 klasemen medali SEA Games 2023, Sabtu (6/5/2023) pukul 22.00 WIB.",https://index.sindonews.com/index/10,SPORTS
"Hasil negatif harus dialami pebiliar Indonesia, Gebby Putra di babak 16 besar nomor 6-Red Snooker Single Men SEA Games 2023.",https://index.sindonews.com/index/10,SPORTS
"Hasil positif didapat pebiliar Indonesia, Feri Satriyadi di nomor 9 Ball Pool Singles Men SEA Games 2023 Kamboja. Laga itu berlangsung di Aeon Hall,",https://index.sindonews.com/index/10,SPORTS
"Indonesia menggondol tiga medali di nomor speed putra dan putri yang terdiri dari satu medali emas, satu medali perak dan satu medali perunggu pada babak final IFSC World Cup alias Piala Dunia Panjat Tebing 2023 Jakarta",https://index.sindonews.com/index/10,SPORTS
"Rektor UIN Jakarta, Prof. Asep Saepudin Jahar MA Ph.D mengukuhkan 451 guru profesional program Pendidikan Profesi Guru (PPG) FITK UIN Jakarta.",https://index.sindonews.com/index/144,EDUKASI
"Ketua Umum PB POBSI Hary Tanoesoedibjo mengapresiasi kemenangan yang ditorehkan Feri Satriyadi dan melaju ke babak 16 besar SEA Games Kamboja 2023, Minggu (7/5/2023).",https://index.sindonews.com/index/10,SPORTS
Agus Prayogo kembali mengharumkan nama Indonesia setelah meraih medali emas dalam nomor maraton putra SEA Games 2023.,https://index.sindonews.com/index/10,SPORTS
"Sebuah universitas umumnya berdiri di satu lokasi. Namun, ada beberapa universitas di Indonesia yang memiliki kampus di lebih dari satu lokasi, bahkan hingga 15 lokasi berbeda.",https://index.sindonews.com/index/144,EDUKASI
Tim Nasional Vietnam U-22 berhasil memenangkan pertandingan 2-1 atas Malaysia pada pertandingan lanjutan Grup B SEA Games 2023,https://index.sindonews.com/index/10,SPORTS
"Ketua Umum Federasi Sepak Bola Kamboja (FFC), Sao Sokha, membatalkan niatnya untuk mundur dari jabatannya menjelang pertandingan antara Timnas Kamboja U-22 dan Indonesia U-22.",https://index.sindonews.com/index/10,SPORTS
Real Madrid mengandalkan Vinicius Junior menghadapi Manchester City.,https://index.sindonews.com/index/10,SPORTS
"Gubernur Jawa Barat, Ridwan Kamil telah kembali ke Tanah Air setelah melakukan kunjungan kerja (kunker) ke Amerika Serikat (AS) sejak tanggal 1-7 Mei 2023.",https://index.sindonews.com/index/144,EDUKASI
"Indonesia siap menggelar Formula E di AGI Jakarta Internasional E-Prix Circuit (JIEC), 3-4 Juni 2023.",https://index.sindonews.com/index/10,SPORTS
"Real Madrid bakal menjamu Manchester City pada laga leg pertama semifinal Liga Champions 2022/2023 di Santiago Bernabeu, Rabu (10/5/2023) dini hari WIB.",https://index.sindonews.com/index/10,SPORTS
"Jorge Messi buka suara soal kabar anaknya, Lionel Messi, bergabung dengan Al Hilal.",https://index.sindonews.com/index/10,SPORTS
"Pebiliar Indonesia, Jhonny Chandra harus mengakui keunggulan wakil Filipina, Francisco Dela Cruz saat perempat final SEA Games 2023, nomor Carom 3 Cushion Men.",https://index.sindonews.com/index/10,SPORTS
"Istri Lionel Messi, Antonella Roccuzzo dikabarkan ragu untuk pindah ke Arab Saudi. Kabarnya, dia ingin La Pulga tetap melanjutkan karier di Eropa.",https://index.sindonews.com/index/10,SPORTS
Inter Milan harus memutar otak bermain cerdas melawan AC Milan pada leg pertama semifinal Liga Champions 2022/2023.,https://index.sindonews.com/index/10,SPORTS
"Vietnam berhasil merebut posisi teratas klasemen perolehan medali SEA Games 2023 pada hari kelima penyelenggaraan, Rabu (10/5/2023).",https://index.sindonews.com/index/10,SPORTS
Gebby Adi Wibawa/Dhendy Khristanto memenangi partai perempat final nomor ganda putra Snooker di SEA Games 2023. Mereka mengalahkan Nguyen Pham Hoai/Kieu Thien Khoi.,https://index.sindonews.com/index/10,SPORTS
Ketua Umum PSSI Erick Thohir mengungkapkan optimismenya Indonesia babak lolos penyishan grup Piala Asia 2023.,https://index.sindonews.com/index/10,SPORTS
"Privy Golf Point Tournament 2023 di Sentul Highland Golf Club, Sentul, Kamis (11/5/2023).",https://index.sindonews.com/index/10,SPORTS
"Marcus Fernaldi Gideon/Kevin Sanjaya Sukamuljo dipastikan bakal tampil di Piala Sudirman 2023 di Suzhou, China pada 14-21 Mei mendatang.",https://index.sindonews.com/index/10,SPORTS
Dhendy Krhistanto harus mengakui kemampuan Siththideth Sakbieng dari laos di babak 16 besar nomor Snooker Putra SEA Games 2023. Pebiliar Indonesia itu kalah 3-4.,https://index.sindonews.com/index/10,SPORTS
"Manchester United berhasil memenangkan pertandingan Liga Inggris melawan Wolverhampton Wanderers dengan skor 2-0 di Old Trafford, Manchester pada Sabtu (13/5/2023).",https://index.sindonews.com/index/10,SPORTS
"Hingga Sabtu (13/5/2023) malam, Indonesia menempati peringkat keempat dan berpotensi untuk mengejar peringkat ketiga yang diduduki tuan rumah, Kamboja.",https://index.sindonews.com/index/10,SPORTS
Kancil WHW Pontianak menang 3-1 atas Cosmo JNE Jakarta di pekan ke-9 Liga Futsal Profesional (LFP) 2023. Laga itu berlangsung di GOR Pangsuma.,https://index.sindonews.com/index/10,SPORTS
"Kontingen Indonesia naik satu peringkat dan kini berada di posisi ketiga dengan 209 medali, terdiri dari 68 emas, 61 perak, dan 80 perunggu Minggu (14/5/2023).",https://index.sindonews.com/index/10,SPORTS
"Unggul FC melibas Pendekar United 6-4 pada lanjutan Liga Futsal Profesional (LFP) 2023. Duel itu berlangsung di GOR Pangsuma, Minggu (14/5/2023) siang.",https://index.sindonews.com/index/10,SPORTS
PB Djarum berhasil meraih status juara umum dalam turnamen Polytron Superliga Junior 2023 setelah keluar sebagai juara pada babak final beregu U-19 putra dan putri,https://index.sindonews.com/index/10,SPORTS
Liverpool akan meladeni Leicester City pada lanjutan Liga Inggris 2022/2023. Pelatih Juergen Klopp meminta timnya mewaspadai kebangkitan The Foxes,https://index.sindonews.com/index/10,SPORTS
UMJ menjadi tuan rumah dalam acara penandatanganan nota kesepahaman antar universitas di Indonesia dan China di bawah Indonesia-China University Alliance (ICUA).,https://index.sindonews.com/index/144,EDUKASI
"Al-Nassr bakal menjajal ketangguhan Al-Taee di Stadion Prince Abdul Aziz bin Musaed, Hail, Rabu (17/5/2023) dini hari. Pertandingan ini bisa disaksikan secara live streaming di RCTI+.",https://index.sindonews.com/index/10,SPORTS
Pelatih Tim nasional (Timnas) Indonesia U-22 Indra Sjafri mencatat rekor impresif atas Timnas Thailand.,https://index.sindonews.com/index/10,SPORTS
Ramadhan Sananta dan Fajar menjadi pencetak gol terbanyak (top skor) SEA Games 2023.,https://index.sindonews.com/index/10,SPORTS
Timnas Indonesia U-22 akhirnya mampu merebut medali emas cabor sepak bola SEA Games 2023. Keberhasilan ini mendapat sambutan meriah dari netizen di Tanah Air.,https://index.sindonews.com/index/10,SPORTS
Nada optimisme tinggi disampaikan Stefano Pioli jelang laga leg kedua semifinal Liga Champions 2022/2023 yang mempertemukan AC Milan versus Inter Milan.,https://index.sindonews.com/index/10,SPORTS
Muhammad Ferarri tidak bisa berkata-kata usai membawa Timnas Indonesia U-22 meraih medali emas cabor sepak bola SEA Games 2023. Bek Persija Jakarta itu begitu bahagia.,https://index.sindonews.com/index/10,SPORTS
"Jadwal pendaftaran jalur mandiri 2023 dari mulai UGM, UI, Universitas Brawijaya (UB), Universitas Diponegoro (Undip) hingga Universitas Airlangga (Unair) sudah di depan mata.",https://index.sindonews.com/index/144,EDUKASI
IPB University melalui CDA menyelenggarakan Studium General dalam rangka pembekalan karier kepada calon wisudawan IPB University Tahap V Tahun Akademik 2022/2023.,https://index.sindonews.com/index/144,EDUKASI
"Carlo Ancelotti mengaku tak menyiapkan siasat khusus untuk menghentikan Erling Haaland saat Real Madrid berjumpa Manchester City pada laga leg kedua Liga Champions 2022/2023 di Stadion Etihad, Kamis (18/5/2023) dini hari WIB",https://index.sindonews.com/index/10,SPORTS
Franco Morbidelli mengaku masih percaya timnya meski performanya melempem hingga MotoGP 2023.,https://index.sindonews.com/index/10,SPORTS
Herry Iman Pierngadi memastikan bakal menurunkan Fajar/Rian pada laga perempat final Piala Sudirman 2023 yang mempertemukan Indonesia versus China,https://index.sindonews.com/index/10,SPORTS
Ketua Umum PSSI Erick Thohir akan mencari Direktur Teknik (Dirtek) baru pengganti Indra Sjafri.,https://index.sindonews.com/index/10,SPORTS
Final Liga Europa 2022/2023 menampilkan duel menarik antara wakil Italia AS Roma versus Sevilla.,https://index.sindonews.com/index/10,SPORTS
"Sepak bola Italia sedang mengalami kebangkitan pada musim 2022/2023. Pasalnya, mereka punya tiga wakil berbeda di final kompetisi Eropa.",https://index.sindonews.com/index/10,SPORTS
Indonesia kandas saat perempat final Piala Sudirman 2023 setelah kalah 0-3 dari China 0-3. Gregoria Mariska Tunjung mengatakan semua yang bertanding sudah berjuang.,https://index.sindonews.com/index/10,SPORTS
Liverpool berbagi angka dengan Aston Villa usai bermain imbang dalam lanjutan Liga Inggris 2022/2023.,https://index.sindonews.com/index/10,SPORTS
Manchester United memetik tiga poin krusial usai membungkam Bournemouth.,https://index.sindonews.com/index/10,SPORTS
"Tottenham Hotspur melakoni laga pemungkas di kandang sendiri, Tottenham Hotspur Stadium, dengan hasil memalukan.",https://index.sindonews.com/index/10,SPORTS
"Dua pekan jelang lomba, tiket Formula E Jakarta 2023 baru terjual 50 persen.",https://index.sindonews.com/index/10,SPORTS
"Pelatih AS Roma, Jose Mourinho, mengungkapkan rasa bangganya terhadap performa timnya meskipun gagal merebut gelar juara Liga Eropa 2022-2023",https://index.sindonews.com/index/10,SPORTS
Wakil Ketua Umum (Waketum) Zainudin Amali memaklumi jika ada pemain yang telat bergabung dengan skuad Shin Tae-yong untuk mengikuti pemusatan latihan (TC) Timnas Indonesia pada 6 Juni 2023 mendatang.,https://index.sindonews.com/index/10,SPORTS
"Muhammad Anas Asri, wisudawan berprestasi Universitas Muhammadiyah Malang (UMM) yang sukses mengembangkan potensi tanpa mengorbankan nilai akademis.",https://index.sindonews.com/index/144,EDUKASI
"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi (Kemendikbudristek) resmi mencabut izin operasional 23 perguruan tinggi swasta (PTS).",https://index.sindonews.com/index/144,EDUKASI
Yassine Bounou menjadi pahlawan kemenangan Sevilla pada final Liga Europa 2022/2023.,https://index.sindonews.com/index/10,SPORTS
Kontingen Merah Putih yang berpartisipasi dalam ASEAN Para Games (APG) 2023 mendapatkan dukungan penuh dari Warga Negara Indonesia (WNI) yang tinggal di Kamboja,https://index.sindonews.com/index/10,SPORTS
"Tim Mahasiswa Fakultas Biologi Unsoed meraih medali emas di ajang 16th International Invention and Innovation Show INTARG 2023 pada kategori Biotechnology, Chemistry, dan Environment.",https://index.sindonews.com/index/144,EDUKASI
Pebalap kenamaan dunia Sylvain Guintoli mengungkapkan keinginan untuk kembali menyambangi Indonesia dalam waktu dekat.,https://index.sindonews.com/index/10,SPORTS
"Ajang balap Formula E 2023 kembali ke Indonesia, tepatnya di Jakarta.  Terdapat pusat cendera mata resmi yang turut menjadi daya tarik pengunjung.",https://index.sindonews.com/index/10,SPORTS
"Manchester City keluar sebagai pemenang Piala FA 2022/2023 usai mengalahkan Manchester United dengan skor 2-1 di Stadion Wembley, Sabtu (3/6/2023) malam WIB.",https://index.sindonews.com/index/10,SPORTS
Tensi panas sempat mewarnai Roland Garros atau Prancis Terbuka 2023. Ini terkait apa yang dialami Aryna Sabalenka selama mengikuti Grand Slam Tanah Liat itu.,https://index.sindonews.com/index/10,SPORTS
"Manchester City juara Piala FA 2022/2023. Prestasi itu diukir anak asuh Pep Guardiola usai mengalahkan Manchester United dengan skor 2-1 di Stadion Wembley, Sabtu (3/6/2023) malam WIB.",https://index.sindonews.com/index/10,SPORTS
"Max Verstappen merebut pole position pada sesi kualifikasi F1 GP Spanyol 2023, Sabtu (3/6/2023) malam WIB.",https://index.sindonews.com/index/10,SPORTS
Mantan bek Timnas Indonesia Nur Alim menyoroti fenomena skuad Garuda saat ini.,https://index.sindonews.com/index/10,SPORTS
Panel Pengamat Teknis UEFA telah menunjuk Kpaten Sevilla Jesus Navas sebagai Pemain Terbaik Liga Europa UEFA Musim 2022/2023.,https://index.sindonews.com/index/10,SPORTS
Balapan Formula E 2023 Jakarta E-Prix 2023 seri ke-10 dan 11 berakhir. Ajang mobil balap listrik yang dihelat di Sirkuit AGI Jakarta International E-Prix berakhir pada Minggu (6/4/2023).,https://index.sindonews.com/index/10,SPORTS
"Kontingen Indonesia memuncaki klasemen perolehan medali ASEAN Para Games 2023 mengumpulkan 23 medali emas, 26 perak, dan 16 perunggu.",https://index.sindonews.com/index/10,SPORTS
"IPB University berpartisipasi dalam NAFSA  Annual Conference and Expo 2023 yang diselenggarakan pada 30 Mei2 Juni 2023 di Washington DC, bersama sejumlah perguruan tinggi di Indonesia.",https://index.sindonews.com/index/144,EDUKASI
"Real Madrid secara resmi telah mengumumkan kepergian dari penyerang andalannya, Karim Benzema.",https://index.sindonews.com/index/10,SPORTS
"Tiga pemain yang berkarier di luar negeri (abroad) dikabarkan sudah bergabung ke pemusatan latihan (TC) Timnas Indonesia di Surabaya, Senin (5/6/2023).",https://index.sindonews.com/index/10,SPORTS
Bali United akan menghadapi PSM Makassar pada babak play-off untuk menentukan wakil Indonesia di Liga Champions Asia 2023.,https://index.sindonews.com/index/10,SPORTS
"Bagas Maulana/Muhammad Shohibul Fikri hanya menjadi runner-up Thailand Open 2023. Meski kecewa, ganda putra Indonesia itu tetap bersyukur.",https://index.sindonews.com/index/10,SPORTS
Timnas Indonesia akan melawan Palestina pada FIFA Matchday. Para suporter diminta untuk tetap menjaga situasi kondusif selama pertandingan berlangsung di Gelora Bung Tomo (GBT),https://index.sindonews.com/index/10,SPORTS
Unpad melepas 87 mahasiswa yang lolos menjadi peserta program Indonesian International Student Mobility Awards (IISMA) dan IISMA Vokasi 2023 di Gedung Rektorat Unpad.,https://index.sindonews.com/index/144,EDUKASI
PT Pupuk Indonesia (Persero) kembali mendukung Kejuaraan Nasional (Kejurnas) Angkat Besi Remaja dan Junior Pupuk Indonesia Seri I Tahun 2023.,https://index.sindonews.com/index/10,SPORTS
Karim Benzema tak lama lagi bakal diumumkan sebagai pemain baru Al-Ittihad. Itu diketahui setelah pemain brewok itu setuju dengan kontrak berdurasi tiga tahun yang disodorkan klub.,https://index.sindonews.com/index/10,SPORTS
"Mantan striker Timnas Brasil Adriano masih yakin klub lamanya, Inter Milan, punya kualitas di Eropa.",https://index.sindonews.com/index/10,SPORTS
"Ganda putra Indonesia, Mohammad Ahsan dan Hendra Setiawan, berhasil lolos ke babak 16 besar Singapore Open 2023",https://index.sindonews.com/index/10,SPORTS
Indra Sjafri mengaku tertarik untuk memasukkan nama Ivar Jenner dan Rafael Struick ke skuad Timnas Indonesia U-23.,https://index.sindonews.com/index/10,SPORTS
"Winger Manchester City (Man City), Jack Grealish mengaku siap melawan Inter Milan di final Liga Champions 2022/2023.",https://index.sindonews.com/index/10,SPORTS
Marc Klok tidak pasang target tinggi saat tim Timnas Indonesia melawan Argentina dalam FIFA Matchday. Gelandang Persib Bandung itu hanya ingin menikmati pertandingan.,https://index.sindonews.com/index/10,SPORTS
Luis Suarez menepis rumor bahwa dirinya bakal menyusul Lionel Messi ke Inter Miami.,https://index.sindonews.com/index/10,SPORTS
Erling Haaland ingin menyelesaikan musim 2022/2023 dengan cara terbaik.,https://index.sindonews.com/index/10,SPORTS
Neymar kembali berpisah dengan Lionel Messi yang memutuskan pindah ke Inter Miami. Dia percaya La Pulga akan mampu memberi kontribusi di Amerika Serikat (AS).,https://index.sindonews.com/index/10,SPORTS
Hakan Calhanoglu punya ambisi besar saat duel Manchester City vs Inter Milan di final Liga Champions 2022/2023. Dia ingin membuat negaranya bangga dengan meraih gelar juara.,https://index.sindonews.com/index/10,SPORTS
Menpora mengucapkan terima kasih atas kepercayaan yang diberikan DPR kepada Kemenpora.,https://index.sindonews.com/index/10,SPORTS
"Pemain naturalisasi Timnas Indonesia, Sandy Walsh dipastikan tidak dapat melakukan debut bersama Skuad Garuda dalam FIFA Matchday Juni 2023.",https://index.sindonews.com/index/10,SPORTS
Terdapat 26 kampiun dari 26 kategori yang dipertandingkan Polytron Walikota Cup Solo 2023. PB Djarum meraih gelar dengan atlet terbanyak yang menjadi juara.,https://index.sindonews.com/index/10,SPORTS
Manchester City tak hanya menghadapi benteng kokoh Inter Milan pada final Liga Champions 2022/2023.,https://index.sindonews.com/index/10,SPORTS
"Manchester City tengah bersiap untuk merebut treble winners musim ini saat The Citizens menantang Inter Milan pada laga final Liga Champions 2022/2023 di Stadion Atatrk Olympic, Minggu (11/6/2023).",https://index.sindonews.com/index/10,SPORTS
HSBC Indonesia turut meriahkan Indonesia Open 2023 yang merupakan bagian dari Badminton World Federation (BWF) World Tour.,https://index.sindonews.com/index/10,SPORTS
"Erling Haaland sangat bahagia pada musim pertamanya bersama Manchester City (Man City). Sebab, dia bisa membantu The Citizens mencatat treble winner.",https://index.sindonews.com/index/10,SPORTS
Tunggal putra Indonesia Anthony Sinisuka Ginting mengungkap kunci sukses menjuarai Singapore Open 2023.,https://index.sindonews.com/index/10,SPORTS
