Judul,Isi,Kategori
"Ciptakan Kenyamanan Saat Malam Hari, Personel Polsek Cilegon Gencar Patroli","CILEGON– Dalam Rangka Menjaga situasi Kamtibmas tetap aman dan kondusif, personel Polsek Cilegon melaksanakan pembinaan dan imbauan kepada masyarakat, Kamis (6/7/2023).Kapolsek Cilegon, Kompol Doharon mengatakan dalam pelaksanaan tugas patroli para personel dituntut untuk bisa menjalin silaturahmi yang baik dialogis humanis dengan masyarakat.“Dan juga dapat hadir di tengah-tengah warga masyarakat binaannya masing-masing,” ujarnya.Kapolsek Cilegon menambahkan dengan adanya polisi hadir di tengah-tengah masyarakat, akan dapat memberikan kenyamanan dan rasa tentram kepada masyarakat.Didalam kegiatan tersebut Personel Polsek Cilegon mengajak masyarakatnya untuk saling menjaga Kamtibmas yang kondusif, termasuk dalam memberikan edukasi disiplin menerapkan protokol kesehatan dalam kehidupan sehari-hari.(Man/Red)",hukum
Dugaan Pungli di KPU Lebak Dinilai Preseden Buruk Bagi Demokrasi,"LEBAK– Kasus dugaan pungutan liar (Pungli) terhadap honor PPK, PPS sebesar 5 persen yang diduga melibatkan Komisi Pemilihan Umum (KPU) Kabupaten Lebak saat ini masih ditangani oleh Unit Tipikor Polres Lebak.Direktur Eksekutif Lingkar Studi Politik Milenial dan Manager Riset dan Advokasi Netfid Indonesia, Imron Wasi mengatakan, dalam mewujudkan Pemilu yang lebih akuntabel dan menjunjung tinggi nilai-nilai dan prinsip demokrasi, penyelenggara pemilu terutama KPU haruslah fokus pada tahapan yang sudah berjalan agar kualitas demokrasi dapat terkonsolidasi.“Permasalahan yang berkaitan pada tahapan pemilu, seperti adanya dugaan pungutan liar di internal KPU di daerah merupakan preseden buruk bagi demokrasi, terutama dalam arena politik lokal,” kata Imron saat dihubungi BantenNews.co.id, Rabu (9/8/2023).Ia menjelaskan, hal ini berimplikasi terhadap proses elektronal, sebab beberapa penyelenggara pemilu yang terkait akan dimintai keterangan oleh aparat penegak hukum. “Masyarakat sipil perlu diberitahu akan seluruh tahapan pemilu, termasuk anggaran yang dikelola untuk keperluan pemilu. Karena, dalam demokrasi, perlucheckandbalances,”ujarnya.Ia menambahkan, semestinya, sedari awal bekerja sesuai komitmen peraturan perundang-undangan maupun keputusan atau peraturan yang mencakup di internal KPU sebagai landasan hukum dalam melaksanakan seluruh agenda pemilu.“Hal ini tidak boleh terjadi kembali di masa yang akan datang,” imbuhnya.Terkait kasus dugaan pungli yang saat ini tengah ditangani aparat penegak hukum, dirinya meminta agar pihak kepolisian bisa melakukan penanganan dengan adil.“Agar penyelenggara pemilu dapat melaksanakan tahapan pemilu secara fokus, hemat saya, penegak hukum harus bekerja sesuai prosedur yang berlaku, dan harus menegakkan aturan secara komprehensif,” ucapnya.(San/Red)",hukum
"Qasim Matar Ali Al-Hatmi, Wasit yang Bikin Penonton Final SEA Games...","JAKARTA– Nama Qasim Matar Ali Al-Hatmi menjadi perbincangan usai memimpin laga Timnas Indonesia U-22 vs Thailand di final SEA Games 2023, Selasa (16/5/2023).Bukan tanpa sebab namanya menjadi perbincangan. Sebab, wasit asal Oman ini beberapa kali menghadirkan keputusan yang membuat banyak pihak gregetan di momen-momen krusial.Momen krusial pertama adalah gol Ramadhan Sananta di menit ke-45+5 yang berawal dari bola drop atau Drop Ball sang wasit, usai Witan Sulaeman harus mendapat perawatan.Lalu momen kedua adalah di penghujung babak kedua. Saat itu, Qasim Matar Ali Al-Hatmi meniupkan peluit, yang dianggap kubu Timnas Indonesia U-22 sebagai peluit tanda berakhirnya laga, yang berujung pada selebrasi.Bukan hanya Pelatih Timnas Indonesia Indra Sjafri yang kena prank bunyi peluit tersebut, tapi juga para pecinta sepak bola di Indonesia.Tapi wasit meminta kubu Timnas Indonesia U-22 kembali ke Bench dan tetap di lapangan, karena peluitnya sebagai tanda tendangan bebas yang berujung gol penyama kedudukan oleh Thailand di menit ke-90+7.Keputusan krusial juga dikeluarkan Qasim Matar Ali Al-Hatmi sepanjang laga, yakni tujuh kartu merah untuk kedua tim serta 12 kartu kuning sepanjang laga.Karena tindak-tanduknya dan keputusannya sepanjang laga itu, nama Qasim Matar Ali Al-Hatmi pun menjadi perbincangan di jagat maya.Lantas, siapakah sosok Qasim Matar Ali Al-Hatmi tersebut? Berikut profilnya.Kerap Pimpin Laga IndonesiaQasim Matar Ali Al-Hatmi merupakan wasit muda asal Oman yang baru berusia 32 tahun. Ia sendiri lahir pada 11 Desember 1990 silam.Sebagai wasit berlisensi FIFA di Asia, Qasim, sapaannya, kerap memimpin laga-laga penting di turnamen baik laga resmi FIFA ataupun tidak di kawasan benua kuning tersebut.Sebagai contoh, Qasim pernah dipercaya untuk ambil bagian di Piala Asia U-20 2023, di mana ia menjadi asisten wasit kala Timnas Indonesia U-20 berhadapan dengan Uzbekistan U-20 di fase grup.Tak hanya menjadi asisten wasit, ia juga memimpin laga panas Piala Asia U-20 2023 kala Uzbekistan U-20 melawan Korea Selatan U-20.Selain itu, Qasim ternyata tercatat pernah memimpin laga Timnas Indonesia di ajang Piala AFF 2020 yang digelar pada 2021 lalu di Singapura.Saat itu, ia memimpin laga semifinal antara Indonesia vs Singapura, di mana Qasim menjadi sorotan karena dianggap merugikan kubu The Lions, sehingga tim Merah Putih menang dengan skor 4-2.Dengan rekam jejak di tiga pertandingan Indonesia itu, bisa dikatakan Qasim membawa tuah bagi tim Merah Putih saat memimpin pertandingan, karena tim Garuda jarang menerima kekalahan dari lawan-lawannya.Saat Piala AFF 2020 lalu, pemain Singapura diusir keluar lapangan oleh Qasim, dan Timnas Indonesia berhasil meraih kemenangan 4-2.Lalu di Piala AFF U-20 2023 lalu, Indonesia U-20 mampu menahan imbang Uzbekistan U-20 saat Qasim menjadi asisten wasit.Kemudian di final SEA Games 2023 ini, di mana Qasim mengusir tiga pemain Thailand, dan hanya mengusir satu pemain Indonesia, yakni Komang Teguh.Dengan keunggulan jumlah pemain itu, Timnas Indonesia U-22 pun berhasil meraih kemenangan dan menyabet medali emas di SEA Games 2023. (Red)",Sport
"Diduga Hendak Pesta Seks, Belasan Remaja Diamankan di Belakang Kampus UIN...","TANGSEL– Sebanyak 6 laki-laki dan 9 orang perempuan usia remaja diamankan polisi di salah satu kos-kosan di gang buntu belakang kampus UIN Jakarta, Jumat sekira pukul 01.00 WIB dini hari. Para remaja tersebut digerebek anggota Polsek Ciputat Timur lantaran diduga hendak melakukan pesat seks.“Informasi dari babinkamtibnas, bersama warga, di sana rumah kontrakan posisinya di belakang kampus UIN. Katanya rumah kontrakan itu dipakai untuk dugaan mesum,” ujar Kapolsek Ciputat Timur Kompol Agung Nugroho saat dikonfirmasi, Sabtu (11/3/2023).Agung menjelaskan, saat pihaknya mengecek ke lokasi didapati belasan remaja yang bukan pasangan suami istri membawa 2 box kondom.“Barang bukti yang ditemukan di lokasi 2 kotak kondom yang belum digunakan. Saat ini mereka sedang didalami asal dari remaja tersebut, warga mana, di situ sedang apa. Itu sekarang lagi kita dalami,” pungkasnya.(Ihy/Red)",hukum
AHY Tegaskan Demokrat Pertahankan Koalisi Perubahan Usung Anies Baswedan,"JAKARTA– Ketua Umum DPP Partai Demokrat Agus Harimurti Yudhoyono (AHY) menegaskan partai yang dipimpinnya tetap bersama NasDem dan PKS mempertahankan koalisi perubahan untuk mengusung Anies Baswedan pada Pemilu 2024.“Saya ingin menyampaikan bahwa kami ingin meyakinkan bahwa poros atau koalisi perubahan tetap terus dilakukan dengan NasDem dan PKS sehingga bisa menambah semangat bagi masyarakat yang ingin merasakan perubahan,” kata AHY di Kupang, Rabu (7/12/2022) sore.Hal itu disampaikan putra sulung SBY usai melantik Ketua DPC dari 22 kabupaten/kota yang dilakukan di GOR Oepoi Kupang dan disaksikan sejumlah pendukung AHY.Meski demikian AHY enggan berkomentar lebih jauh soal posisi dirinya pada Pemilu 2024 apakah menjadi capres atau cawapres jika Anies Baswedan resmi jadi capres.Menurut dia, saat ini masih terus dibicarakan secara intensif baik dengan NasDem dan PKS. Namun yang dia tekankan bahwa koalisi perubahan itu tidak hanya hadir untuk mengikuti Pemilu 2024 tetapi ingin memenangkan Pemilihan Presiden 2024.“Kami berterima kasih kepada sejumlah partai yang telah memberikan tawaran-tawaran dan kami selalu menjalin hubungan yang baik tersebut. Tetapi kami (AHY dan Anies,red.) selama ini selalu berkomunikasi dengan baik untuk mewujudkan suatu perubahan,” ujar dia.AHY berharap Partai Demokrat dapat kembali duduk di pemerintahan, baik sebagai capres/cawapres dan kursi menteri.Menurut dia, apabila hal itu terwujud, maka keinginan untuk menyejahterakan rakyat dapat dijalankan dengan baik. (Red)",Politik
"Teddy Minahasa Divonis Seumur Hidup, Ini Hal yang Memberatkannya","JAKARTA– Teddy Minahasa divonis seumur hidup dalam kasus peredaran sabu dalam sidang di Pengadilan Negeri Jakarta Barat, Selasa (9/5/2023). Vonis ini lebih ringan dari tuntutan jaksa, yakni hukuman mati.Majelis hakim menyebutkan ada beberapa poin yang memberatkan hukuman bagi Teddy.“Pertama, terdakwa tidak mengakui perbuatannya, yang kedua terdakwa menyangkal dengan cara memberikan keterangan berbelit-belit,” ungkap Ketua Majelis Hakim Jon Sarman Saragih dalam sidang tersebut.Jon melanjutkan, terdakwa juga telah menikmati keuntungan dari hasil penjualan narkotika jenis sabu.Berikutnya, terdakwa merupakan anggota Polri dengan jabatan Kapolda Sumatera Barat.Sebagai seorang penegak hukum terlebih dengan tingkat jabatan Kapolda, seharusnya terdakwa menjadi garda terdepan dalam memberantas peredaran gelap narkotika.Namun terdakwa justru melibatkan diri dan anak buahnya dengan memanfaatkan jabatannya dalam peredaran gelap narkotika sehingga sangat kontradiksi dengan tugas dan tanggung sebagai Kapolda.“Hal itu tidak mencerminkan sebagai seorang aparat penegak hukum yang baik dan mengayomi masyarakat,” ungkapnya.Intinya, kata Hakim Ketua, perbuatan terdakwa telah merusak nama baik institusi Polri.Perbuatan terdakwa sebagai Kapolda telah mengkhianati perintah Presiden dalam penegakan hukum dan pemberantasan peredaran gelap narkotika.“Terdakwa tidak mendukung program pemerintah dalam pemberantasan peredaran gelap narkotika,” kata Jon.Sementara hal yang meringankan untuk Teddy Minahasa, yakni belum pernah dihukum selama menjadi anggota Polri.Dan terdakwa Teddy Minahasa telah mengabdi menjadi anggota Polri selama 30 tahun serta mendapat banyak penghargaan.Atas vonis tersebut, Teddy Minahasa akan mengajukan banding. (Red)",hukum
Ini Daftar 24 Negara yang Lolos Piala Dunia U-17 di Indonesia,"BANTEN– Federasi sepak bola dunia FIFA menunjuk Indonesia sebagai tuan rumah Piala Dunia U-17 2023. Pengumuman penunjukan tersebut dilakukan setelah FIFA menggelar council meeting pada Jumat malam, 23 Juni 2023. Berdasarkan agenda FIFA, Piala Dunia U-17 digelar pada 10 November-2 Desember 2023.“Piala Dunia U-17 tahun ini (2023) akan digelar di Indonesia,” tulis FIFA melalui akun Twitter resminya, @FIFAcom, seperti dikutip pada Sabtu, 24 Juni 2023.Sebanyak 24 negara telah dipastikan berlaga di Piala Dunia U-17. Zona Asia diwakili Indonesia (tuan rumah), Jepang, Iran, Korea Selatan, dan Uzbekistan. Dari Afrika ada Burkina Faso, Mali, Maroko, serta Senegal. Sedangkan Kanada, Meksiko, Panama, dan Amerika Serikat mewakili zona Concacaf (Amerika Utara).Amerika Selatan (CONMEBOL) diwakili Argentina, Brasil, Ekuador, serta Venezuela. Eropa mengirim lima wakilnya ke Piala Dunia U-17, yakni Inggris, Prancis, Jerman, Polandia, dan Spanyol. Sedangkan dua negara lain berasal dari Oseania: Kaledonia Baru dan Selandia Baru.Berikut ini 24 negara yang lolos Piala Dunia U-17 2023.1. Indonesia (tuan rumah)2. Iran3. Korea Selatan4. Uzbekistan5. Jepang6. Burkina Faso7. Mali8. Maroko9. Senegal10. Kanada11. Meksiko12. Panama13. Amerika Serikat14. Argentina15. Brasil16. Ekuador17. Venezuela18. Inggris19. Prancis20. Jerman21. Polandia22. Spanyol23. Kaledonia Baru24. Selandia Baru(Red)",Sport
Astagfirullah! Pelajar di Cikande Perkosa Tetangga,"SERANG– Seorang pelajar berusia 14 tahun asal Kecamatan Cikande, Kabupaten Serang, Banten diduga mencabuli tetangga sekaligus pacarnya yang masih di bawah umur. Ia digelandang ke Mapolres Serang usai pihak keluarga memergoki aksi bejatnya di kamar korban.Kasatreskrim AKP Dedi Mirza mengatakan kasus tersebut bermula saat pelaku menyelinap ke kamar korban yang tidak terkunci pada Minggu (2/4/2023) sekira pukul 00.30 WIB. Saat itu korban sedang dalam keadaan tertidur.“Ruang tidur korban seperti bedeng-bedeng rumah kontrakan. Di sebelahnya bedengan yang ditempati kakak korban,” ujar Kasatreskrim, Rabu (5/4/2023).Setelah berhasil masuk, pelaku langsung memaksa korban yang sedang tidur untuk melayani nafsu bejatnya. Namun korban menolak hingga menimbulkan suara gaduh.Kegaduhan itu terdengar oleh kakak korban yang sedang berada di kamar dan sang kakak langsung keluar kamar untuk mengecek apa yang terjadi.“Melihat adiknya dicabuli, kakak korban langsung mendobrak pintu kamar adiknya tersebut, dan langsung menangkap pelaku yang tidak bisa berkutik,” kata Dedi.Keluarga korban yang tak terima dengan perbuatan pelaku langsung menyerahkannya ke Mapolres Serang untuk diproses secara hukum. Sementara itu, korban yang masih dalam kondisi trauma dilarikan ke rumah sakit untuk melakukan visum.“Setelah melakukan pemeriksaan disertai hasil visum dan hasil gelar perkara, ia ditetapkan sebagai anak pelaku (tersangka-red) dan dilakukan penahanan di Mapolres Serang,” jelas Dedi Mirza.Dedi menerangkan pelaku akan dijerat dengan Pasal 81 Ayat (1) dan Ayat (2) Jo Pasal 82 Ayat (1) UU RI No 17 tahun 2016 tentang perubahan kedua atas UU RI Nomor 23 tahun 2002 tentang perlindungan anak dengan ancaman hukuman pidana minimal 5 tahun dan maksimal 15 tahun penjara. (Nin/Red)",hukum
"Kecurangan Dibongkar Mahfud MD, Begini Perbedaan Pemilu Zaman Orde Baru dan...","SERANG– Menkopolhukam, Mahfud MD menyinggung adanya dugaan kecurangan di setiap pemilu yang dilakukan oleh para peserta. Pernyataan itu disampaikan dalam Seminar Nasional dengan judul ‘Literasi Media dalam Politik Jelang Pemilu 2024’ di UIN Jakarta belum lama ini.Mahfud MD membandingkan kecurangan Pemilu di masa Orde Baru dan era sekarang.“Kalau dulu zaman Orba tak bisa dibantah, curang. Itu yang curang pemerintah terhadap rakyat,” kata Mahfud seperti melansir suara.com (jaringan BantenNews.co.id).Namun sekarang, kata Mahfud, kecurangan dilakukan oleh peserta Pemilu. Sudah lima kali Pemilu dilaksanakan pascareformasi dan Mahfud MD menyadari kecurangan tersebut.“Apakah besok ada kecurangan, pasti ada. Sudah lima kali Pemilu kita tahun 1999, 2004, 2009, 2019 curang terus. Tetapi beda, yang curang sekarang itu adalah peserta Pemilu sendiri, bukan pemerintah,” lanjut Mahfud.Jika ditilik lagi, selain kecurangan, apa saja perbedaan pemilu zaman Orde baru dan Reformasi?1. Jumlah Partai Politik Peserta PemiluPemilu Orde Baru memuat pengelompokkan partai menjadi tiga golongan. Oleh sebab itu, pemilu saat itu hanya diikuti tiga partai yakni PPP, PDI P, dan Golkar. Sementara itu, kini pemilu diikuti oleh banyak partai selama memenuhi persyaratan dan lolos verifikasi KPU.2. Partai yang Selalu MenangGolkar selalu menang secara meyakinkan dan mutlak di Masa Orde baru. Kini partai yang menang tergantung pemilihan langsung dari rakyat.3. Pemegang Kekuasaan PolitikPada masa Orde Baru, kekuatan politik ada di tangan pemerintah sepenuhnya. Namun kini kekuasaan tersebut ada di tangan setiap partai politik dan masyarakat.4. Pihak Pemilih PresidenDi masa Orde Baru, presiden dan wakil presiden dipilih langsung oleh Majelis Permusyawaratan Rakyat (MPR). Sementara itu setelah reformasi, pemilihan presiden, kepala daerah dan wakil rakyat dipilih langsung oleh rakyat.5. Pemilihan untuk Para Lembaga NegaraKetika Orde Baru, Pemilu memilih anggota MPR, DPR, dan DPRD. Ketika masa reformasi, terdapat pula pemilihan lembaga negara baru yakni DPD yang mewakili kepentingan daerah. Artinya kini terdapat pemilihan keempat lembaga tersebut.6. Mekanisme Pemberian Suara dari Rakyat ke CalonPada masa Orde Baru, pemilih memberikan suara ke partai yang kemudian partai memberi suara ke calon dengan nomor urut teratas. Kini di masa reformasi, seluruh pemilih mampu memberi suaranya langsung ke calon yang dipilih.7. Keterlibatan ABRI dalam PolitikDi masa orde baru, Angkatan Bersenjata Republik Indonesia (ABRI) memperoleh kursi di MPR dan DPR tanpa harus mengikuti Pemilu. Namun kini di masa reformasi, dwifungsi ABRI dihapus sehingga TNI tidak boleh terlibat dalam politik.8. Mekanisme Pemilihan Kepala DaerahCalon kepala daerah dipilih DPRD kemudian diajukan ke pemerintah yang kemudian untuk dipilih dan diangkat sebagai kepala daerah di masa orde baru. Saat itu, kepala daerah didominasi pihak yang berasal dari ABRI atau Golkar. Namun kini di masa reformasi, pemilihan kepala daerah dipilih langsung oleh rakyat.(Red)",Politik
Berikut Tahapan Persiapan KPU Kota Serang Jelang Pemilu 2024,"SERANG– Ketua KPU Kota Serang Ade Jahran mengatakan, tahapan pemilu 2024 dimulai dengan launching serentak se Indonesia pada Selasa 14 Juni 2022.“Jadi nanti tahapannya dimulai 14 Juni denganlaunchingserentak,” kata Ade Jahran, Rabu (1/6/2022).Ia menjelaskan, Pemilu 2024 ada dua event politik. Pertama Pemilu 2024 yang akan dihelat pada 14 Februari 2024, dan yang kedua Pilkada yang dijadwalkan pada 27 November 2024.“Semuanya ada tahapan yang beririsan antara pemilu dengan pilkada,” jelas dia.Menghadapi dua event politik tersebut, Ade Jahran mengaku pihaknya harus berjuang ekstra mengingat ada dua irisan tahapan Pemilu 2024.Ade Jahran menyebutkan, beberapa tahapan Pemilu 2024 itu antara lain verifikasi partai politik dimulai pada 1 hingga 7 Agustus.Kemudian baru nanti akan ada verifikasi partai politik di tingkat provinsi, maupun kabupaten kota. Di akhir Desember akan ada penetapan partai politik mana saja yang lolos verifikasi dan berhak ikut Pemilu 2024.“Karena kita belum ada rekap PU nya ya. Masih menunggu beberapa hari lagi menyelesaikan rekap PU nya di KPU pusat,” ujarnya.Kemudian, menurutnya untuk Pilkada Gubernur maupun Pilkada Bupati dan Pilkada Walikota 2024 tahapannya dimulai September 2023.“Tapi tahapan untuk penyusunan anggaran, program, untuk bagaimana ke depan itu dari kemarin, kita udah siap. Kemarin kita sudah rapat dengan provinsi, dengan TAPD di Pemkot Serang, kita sudah sampaikan ke dewan ataupun DPRD Kota,” ujarnya.(Dhe/Red)",Politik
"Anies Didesak Segera Deklarasikan Cawapres, Demokrat : Supaya Cukup Waktu Susun...","JAKARTA– Anies Baswedan didesak segera mendeklarasikan bakal calon wakil presiden untuk mendampinginya di Pilpres 2024. Desakan untuk mengumumkan bakal cawapres Anies itu disampaikan oleh partai Demokrat.Ketua DPP Partai Demokrat, Herman Khaeron mengatakan Anies tidak perlu menunggu di akhir waktu atau last minute untuk mengumumkan bakal cawapresnya.“Demokrat selalu mengingatkan kepada koalisi, kepada Mas Anies, ayo kita deklarasikan lebih awal,” kata Herman kepada wartawan di Kompleks DPR-MPR RI Jakarta, Jumat (7/7/2023).Menurut Herman, deklarasi pasangan capres dan cawapres lebih awal itu bisa memberikan dampak positif. Terlebih untuk mempersiapkan strategi dan lankah ke depan mengenai program kerja dan visi misi.“Supaya cukup waktu. Kita butuh waktu untuk duduk bersama, menyusun kemudian gimana langkah-langkah untuk juga gimana ke masyarakat kalau terpilih, apa yang semestinya dilakukan oleh capres dan cawapres,” ujar Herman.Anies Sudah Kantongi NamaKoalisi Perubahan untuk Persatuan memastikan satu nama calon wakil presiden sudah ada di kantong Anies Baswedan. Kekinian tinggal menunggu momentum bagi Anies mengumumkan siapa sosok pendampingnya.Sekretaris Jenderal Partai Demokrat ,Teuku Riefky Harsya mengatakan sesuai piagam Koalisi Perubahan, ketiga partai sudah menyerahkan keputusan cawapres kepada Anies. Tim 8, lanjut dia, juga telah memberikan pertimbangan dan simulasi nama-nama cawapres, termasuk usulan momentum untuk diumumkannya.“Satu nama sudah di kantong capres bukangimmick, on progress,” kata Teuku kepada wartawan, Selasa (13/6/2023).Hal senada disampaikan Ketua DPP Partai NasDem Sugeng Suparwoto.“Sekarang satu nama sudah di kantongnya Pak Anies kok,” kata Sugeng di Kompleks Parlemen Senayan, Jakarta, Selasa (13/6/2023).Kendati satu nama sudah di kantong, Koalisi Perubahan menyerahkan kepada Anies soal kapan waktu yang tepat untuk melakukan deklarasi.“Bahwa akan diumumkan kapan, dan sebagainya dan sebagainya, kami mempercayakan sepenuhnya kepada Pak Anies. Kapan mengumumkannya, mencari hari dan tanggal yang baik, ada Jumat Kliwon, Rebo Pahing, Pon, Wage, Kliwon, kan biasanya gitu,” kata Sugeng. (Red)",Politik
Sekda Minta KONI Kabupaten Tangerang Pertahankan Tradisi Juara Porprov Banten,"KAB. TANGERANG– Sekretaris Daerah (Sekda) Kabupaten Tangerang, Moch Maesyal Rasyid meminta kepada KONI dan seluruh jajarannya untuk mempertahankan tradisi juara pada Pekan Olah Raga Propivinsi (Porprop) Banten 2022.Hal ini disampaikan Sekda saat menghadiri Rapat Koordinasi Komite Olahraga Nasional Indonesia (KONI) Kabupaten Tangerang beserta para pengurus cabang olahraga dan pelatih Se-Kabupaten Tangerang, di Qubika Hotel Kecamatan Kelapa Dua.“Pembinaan seluruh Cabang olahraga harus terus berjalan, tradisi juara harus dipertahankan dengan berlatih,” ungkap Sekda memberikan semangat kepada Pengurus Cabor dan Pelatih yang hadir, Sabtu (5/3/2022).Sekda mengatakan pembinaan olahraga di Kabupaten Tangerang sudah berjalan baik. Salah satu bukti keberhasilan pembinaan tersebut adalah Kabupaten Tangerang berhasil meraih juara umum pada Porprop Provinsi Banten ke V Tahun 2018 lalu. Untuk itu prestasi yang telah diraih tersebut harus terus diperjuangkan dan dipertahankan pada  Porprop tahun 2022 yang akan diselenggarakan di Kota Tangerang nanti.Sekda berharap walaupun masih dalam kondisi pandemi Covid-19 saat ini, tidak menjadi penghalang, pembinaan atlet dan pelatih harus terus berjalan. Dia juga meminta agar pada ajang Porprop VI Banten nanti, semua cabang olah raga harus mempersiapkan lebih matang lagi agar para atlet tetap konsisten menjaga ritme latihan sehingga performanya tetap maksimal menghadapi pertandingan nanti.“Para atlet agar terus disiplin menjaga stamina dan kondisi tubuh, terus bersinergi dengan pelatih agar hasil maksimal meraih prestasi,” tutur Sekda.Sementara itu Ketua KONI Kabupaten Tangerang, Komarudin menambahkan dirinya optimis dapat mempertahankan juara umum pada Porprop VI Banten di Kota Tangerang November mendatang.“Kita tetap optimis dan terus melakukan monitoring atlet dan pelatih di beberapa cabor yang diperlombakan di Porprov VI Banten,” kata Komarudin.Lanjut Komarudin, estimasi cabor yang diperlombakan di Porprop Banten nanti memperebutkan sekitar 713 medali emas yang diperebutkan. Menurut dia, jika kita ingin menjadi juara umum kembali, sedikitnya sekitar 22 cabor harus maksimal meraih medali.“Paling sedikit kita harus memaksimalkan di 22 cabang olahraga, dan mendulang medali emas agar tradisi juara tetap kita raih,” jelasnya.Dalam rapat koordinasi KONI tersebut sedikitnya ada 58 Pengurus Cabang olahraga hadir yang terus kompak mempertahankan juara di ajang Porprov VI Banten. Pada kesempatan tersebut juga hadir Pembina KONI, Sekjen KONI beserta anggota pengurus KONI Kabupaten Tangerang.(Ril/Red)",Sport
PDI Perjuangan Mulai Komunikasi dengan Parpol Lain Usung Capres 2024,"JAKARTA– PDI Perjuangan mulai komunikasi dengan partai politik lain usung calon presiden 2024. Khusus PDIP, calon presiden adalah hak priogratif sang ketua umum, Megawati Soekarno Putri.Hal itu dijelaskan Sekjen DPP PDI Perjuangan Hasto Kristiyanto.“Nama-nama itu ada di Ibu Megawati Soekarnoputri. Beliau terus mempertimbangkan,” kata Hasto di Sekolah Partai PDIP, Lenteng Agung, Jakarta Selatan, Senin.Menurut dia, dalam mengusung capres pada Pemilu 2024, PDIP tidak bisa menentukan sendirian, namun harus berkomunikasi dengan partai-partai lain.“Kami terus membangun komunikasi dengan para ketua umum partai sehingga kesamaan terhadap platform dan kerja sama dalam rangka Pilpres 2024 itu ujung-ujungnya kan pada penetapan calon. Itulah nanti kita lihat momentum yang tepat,” kata Hasto.Megawati, tambah dia, akan mencari momentum yang tepat untuk mengusung capres dan cawapres, termasuk rencana berkoalisi dengan partai lain.“Kerja sama adalah suatu keniscayaan bagi PDIP yang mengusung semangat gotong royong,” ujarnya.Skala prioritas saat ini bagi PDI Perjuangan, kata Hasto, adalah bekerja ke bawah dan membantu Pemerintahan Presiden Jokowi dan KH Ma’ruf Amin sehingga dapat mencetak legasi yang sebaik-baiknya bagi masa depan.“Sekarang kita sudah bekerja sama, hanya skala prioritasnya saat ini adalah membantu rakyat dan turun ke bawah agar saat Pemilu 2024 rakyat betul-betul dalam suasana keberhasilan pemerintahan Pak Jokowi, dalam suasana kehidupan yang lebih baik,” kata Hasto. (Red)",Politik
MK Tolak Gugatan Uji Materi KUHP Hukuman Koruptor Dua Tahun,"JAKARTA– Majelis Hakim Mahkamah Konstitusi (MK) menolak gugatan uji materi uji materi Undang-Undang1/2023tentang Kitab Undang-Undang Hukum Pidana (KUHP) tentang hukuman penjara 2 tahun bagi koruptor.“Amar putusan menyatakan permohonan pemohon tidak dapat diterima,” terang Ketua MK Anwar Usman membacakan putusan, di Jakarta, Selasa (28/2/2023).“Dengan demikian pertimbangan hukum putusan MK No.1/PUU/xxi/2023 di atas mutatis mutandis berlaku pada putusan ini,” tutur Hakim Konstitusi Manahan MP Sitompul.Perkara tersebut diajukan oleh 20 orang pemohon yang merupakan mahasiswa. Mereka menggugat 3 pasal pada UU 1/PUU-XXI/2023.Kedua, pasal UU KUHP yang digugat yakni Pasal 603 KUHP yang mengatur ancaman hukuman minimal dua tahun penjara bagi koruptor.Satu pasal lainnya, yakni Pasal 256 tentang pemidanaan atas aksi unjuk rasa yang mengganggu kepentingan umum.Dalam pertimbangannya, Majelis hakim MK para pemohon tidak mempunyai kedudukan hukum dalam mengajukan permohonan.“Mahkamah berkesimpulan para pemohon tidak memiliki kedudukan hukum untuk mengajukan permohonan a quo,” kata Anwar Usaman.“Seandainya pun para pemohon memiliki kedudukan hukum Quod non, pokok permohonan para pemohon adalah prematur,” tuturnya menambahkan.Selain itu, MK menyebut KUHP baru belum berlaku sehingga belum memiliki kekuatan hukum yang mengikat.Sedangkan, Hakim Konstitusi juga menganggap KUHP baru ini belum berdampak atas terjadinya kerugian konstitusional sebagaimana yang dimohonkan oleh pemohon.(Red)",hukum
